module,type,name,res_id,src,value,comments
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<i class=""fa fa-envelope-o""/> Ask Our Experts",,
crm,model,"ir.ui.view,arch_db",crm.crm_team_salesteams_view_kanban,"<i class=""fa fa-envelope-o""/>&amp;nbsp;",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<i class=""fa fa-question-circle""> view examples</i>",,
crm,code,addons/crm/static/src/js/tour.js,61,"<p><b>Send messages</b> to your prospect and get replies automatically attached to this opportunity.</p><p class=""mb0"">Type <i>'@'</i> to mention people - it's like cc-ing on emails.</p>",,openerp-web
crm,code,addons/crm/static/src/js/tour.js,45,"<p>You will be able to customize your followup activities. Examples:</p><ol><li>introductory email</li><li>call 10 days after</li><li>second call 3 days after, ...</li></ol><p class='mb0'><i>Select a standard activity for now on.</i></p>",,openerp-web
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Events",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Mailing",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Slides",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Surveys",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install Website Live Chat",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-arrow-circle-o-down""/> Install e-Commerce",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-lightbulb-o fa-2x""/>
                        <strong>Tips:</strong>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-lightbulb-o fa-lg""/>
                        <strong>Note:</strong>
                        Using templates can boost the quality of your
                        quotations and their success rate. However,
                        creating such templates can be a huge effort.
                        We recommend to start with standard quotations
                        and upgrade later.",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""fa fa-lightbulb-o fa-lg""/>
                        <strong>Tip:</strong> For developers, you can
                        use our API to load data through scripts: read
                        the",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""label label-default text-center odoo_purple"">Incoming email</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""label label-default text-center odoo_purple"">Lead</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""label label-default text-center odoo_purple"">Opportunity</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""label label-default text-center odoo_purple"">Quotation</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_oppor,"<span class=""o_stat_text"" attrs=""{'invisible': [('meeting_count', '&lt;', 2)]}""> Meetings</span>
                                    <span class=""o_stat_text"" attrs=""{'invisible': [('meeting_count', '&gt;', 1)]}""> Meeting</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_oppor,"<span class=""oe_form_field"" attrs=""{'invisible': ['|', ('next_activity_id', '=', False), ('date_action', '=', False)]}""> on </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_oppor,"<span class=""oe_grey""> at </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                            <span class=""fa fa-laptop""/>
                                            <strong> Screen Customization</strong>
                                        </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                            <span class=""fa fa-pencil-square-o""/>
                                            <strong> Create Custom Reports</strong>
                                        </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                            <span class=""fa fa-sitemap""/>
                                            <strong> Workflow Customization</strong>
                                        </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import a file</strong><br/>
                                        <span class=""small"">Recommended if &gt;50 items</span>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import</strong><br/>
                                        <span class=""small"">&gt; 200 contacts</span>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Subscriptions</strong><br/>
                                        <span class=""small""/>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">&lt; 200 contacts</span>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">Recommended if &lt;50 items</span>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong>One-time sale</strong><br/>
                                        <span class=""small""/>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <strong> Rules &amp; Formulas</strong>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <strong>Specific Price per Audience</strong>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title"">
                                        <strong>Unique Price (default)</strong>
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title""><span data-icon=""&#57366;""/><strong> Exercise 1</strong></span>
                                    <span>(Lead Manager)</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title""><span data-icon=""&#57438;""/><strong> Exercise 3</strong></span>
                                    <span>(Salesperson)</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span class=""panel-title""><span data-icon=""&#57463;""/><strong> Exercise 2</strong></span>
                                    <span>(Sales Manager)</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<span><strong>Contact us to customize your application:</strong><br/>
                                    We have special options for unlimited number of customizations!
                                    </span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Click on 'Reporting' in the main menu </strong>and browse statistics:,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Events</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Every business is different.</strong> Odoo allows to
                        customize every application and it's usually a good
                        advice to customize screens to fit your sales process.
                        <strong>Customizations are done by Odoo experts.</strong>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Example: Negotiation stage</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Example: Qualified stage</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Exercise: </strong>Try to analyse the average time to close a deal.
                                        Group X Axis: Creation Date
                                        Group Y Axis: Expected Closing Date
                                        Filter: Won Opportunities",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Exercise: </strong>Try to switch the kanban to graph view,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Exercise:</strong> Try to get the number of leads per salesperson and by creation date,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>For complex imports</strong> (&gt;5000 items, product variants, pictures, etc.):",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Forecast future revenues</strong><br/>
                                    You can assess the maturity of a sales team by its ability to forecasts future revenues
                                    for the coming months or quarters. Train the team to forecast efficiently by having
                                    an up-to-date pipeline of opportunities.
                                    After a few month, set the real success rate according to the stages, to have
                                    accurate expected revenues by closing date.",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Mass mailing</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Negotiation:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>New:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Next actions:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Organize weekly sales meetings</strong><br/>
                                    It's a great way to see where you can improve and keep track of the progress of your sales team. Start the pipeline review by looking at the big picture; revenues and number of opportunities by stage, by expected closing date and by salespeople.",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Propositions:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Qualified:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Quote template</strong> <span class=""small"">(packaged services)</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Recommended actions:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_log_view_form_schedule,<strong>Recommended activities:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Review the top 5 opportunities</strong><br/>
                                    Once the big picture is clear, focus on the best opportunities. Start from stages on the right (negotiation, proposal, etc) and review the biggest opportunities one by one with the team.",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Sales Stages</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Sales objectives</strong>:,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Sales tools</strong><br/>
                                Efficiently following up the pipeline will lead to great improvements. But to achieve excellence in your sales organization, you need  to provide your team with sales tools. For every stage of the opportunities pipeline, identify the blocking points and create  documents to train the team.",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Slides</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Standard quotation</strong> <span class=""small"">(products or services)</span>",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Subscriptions</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Survey</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>The customer</strong> understood his pain points and proposed the next step in the buying process,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>The prospect</strong> started to discuss your offer,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>To boost your leads acquisition,</strong> you should have a look at our marketing apps:",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>Trainings</strong><br/>
                                To build a strong sales training program, you can use the following
                                apps of Odoo:",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Website Live Chat</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>You</strong> called the prospect for a follow up on your offer,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"<strong>You</strong> understand the customer's needs and pain points, and you have a fairly good idea of his budget to spend",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>Your Main KPIs:</strong>,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,<strong>e-Commerce</strong>,,
crm,model,"ir.model.fields,help",crm.field_crm_team_alias_defaults,A Python dictionary that will be evaluated to provide default values when creating new records for this alias.,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,A good pipeline should have between 5 and 7 stages,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"A product in Odoo is something you sell or buy. It could
                    be a goods, consumable or services. Choose how you want to
                    create your products:",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,A sales manager will mostly use these two reports:,,
crm,model,"ir.model.fields,field_description",crm.field_base_partner_merge_automatic_wizard_exclude_contact,A user associated to the contact,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,API documentation,,
crm,model,"ir.ui.view,arch_db",crm.sales_team_form_view_in_crm,Accept Emails From,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_view_search,Action Search,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Activate the 'Online Quotations' option in,,
crm,model,"ir.model.fields,help",crm.field_crm_activity_default,Activated by default when subscribing.,,
crm,model,"ir.model.fields,field_description",crm.field_crm_activity_report_active,Active,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_active,Active,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lost_reason_active,Active,,
crm,model,"ir.model.fields,field_description",crm.field_crm_opportunity_report_active,Active,,
crm,model,"ir.actions.act_window,name",crm.crm_activity_action,Activities,,
crm,model,"ir.actions.act_window,name",crm.crm_activity_report_action_tree,Activities,,
crm,model,"ir.model.fields,field_description",crm.field_res_partner_activities_count,Activities,,
crm,model,"ir.model.fields,field_description",crm.field_res_users_activities_count,Activities,,
crm,model,"ir.ui.menu,name",crm.crm_activity_menu,Activities,,
crm,model,"ir.ui.menu,name",crm.crm_activity_report_menu,Activities,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_view_form,Activities,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_view_tree,Activities,,
crm,model,"ir.ui.view,arch_db",crm.view_partners_form_crm1,Activities,,
crm,model,"ir.actions.act_window,name",crm.crm_activity_report_action,Activities Analysis,,
crm,model,"ir.actions.act_window,name",crm.crm_activity_report_action_team,Activities Analysis,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_report_view_graph,Activities Analysis,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_report_view_pivot,Activities Analysis,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_report_view_search,Activities Analysis,,
crm,model,"ir.ui.view,arch_db",crm.crm_team_salesteams_view_kanban,Activities Analysis,,
crm,model,"ir.model.fields,field_description",crm.field_res_users_target_sales_done,Activities Done Target,,
crm,model,"ir.model.fields,field_description",crm.field_crm_activity_log_next_activity_id,Activity,,
crm,model,"ir.model.fields,field_description",crm.field_crm_activity_report_subtype_id,Activity,,
crm,code,addons/crm/wizard/crm_activity_log.py,80,Activity Done,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_kanban_state,Activity State,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Add Features,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_leads,Address,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_oppor,Address,,
crm,model,"ir.model.fields,field_description",crm.field_crm_team_alias_id,Alias,,
crm,model,"ir.model.fields,field_description",crm.field_crm_team_alias_contact,Alias Contact Security,,
crm,model,"ir.model.fields,field_description",crm.field_sale_config_settings_alias_domain,Alias Domain,,
crm,model,"ir.model.fields,field_description",crm.field_crm_team_alias_name,Alias Name,,
crm,model,"ir.model.fields,field_description",crm.field_crm_team_alias_domain,Alias domain,,
crm,model,"ir.model.fields,field_description",crm.field_crm_team_alias_model_id,Aliased Model,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"Aligning your sales organization on a systematic
                        process will allow you to continuously improve your
                        sales performance.",,
crm,code,addons/crm/wizard/base_partner_merge.py,310,All contacts must have the same email. Only the Administrator can merge contacts with different emails.,,
crm,code,addons/crm/models/crm_lead.py,864,"All email incoming to %s will automatically
                    create new opportunity. Update your business card, phone book, social media,...
                    Send an email right now and see it here.",,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_leads,Analysis,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Analyzing the pipeline by expected closing date will help your team efficiently forecast its future revenues. The pipeline review will allow you to identify sales inefficiencies or pick up on the best practices.,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead2opportunity_partner_mass_deduplicate,Apply deduplication,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Apply multi-currencies,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_kanban_view_leads,Archive,,
crm,model,"ir.ui.view,arch_db",crm.crm_opportunity_report_view_search,Archived,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_case_leads_filter,Archived,,
crm,model,"ir.ui.view,arch_db",crm.base_partner_merge_automatic_wizard_form,Are you sure to execute the automatic merge of your contacts ?,,
crm,model,"ir.ui.view,arch_db",crm.base_partner_merge_automatic_wizard_form,Are you sure to execute the list of automatic merges of your contacts ?,,
crm,model,"ir.ui.view,arch_db",crm.merge_opportunity_form,Assign opportunities to,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_lead2opportunity_partner_mass,Assign these opportunities to,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_lead2opportunity_partner,Assign this opportunity to,,
crm,model,"ir.model.fields,field_description",crm.field_crm_opportunity_report_opening_date,Assignation Date,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_date_open,Assigned,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"At the end of the deployment process, your expectations should be reached.
                        <br/>
                        If not, our CRM experts are available to help you achieve your KPIs.",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Attach a qualification form to every house opportunity,,
crm,model,"ir.ui.view,arch_db",crm.base_partner_merge_automatic_wizard_form,Automatic Merge Wizard,,
crm,model,"ir.model.fields,field_description",crm.field_sale_config_settings_generate_sales_team_alias,Automatically generate an email alias at the sales team creation,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_tree_view_oppor,Avg. of Probability,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,B2B,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,B2C,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,"Basic, Premium",,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Better structure the sales process,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Better visibility on team activities,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Boost your online sales with sleek product pages.,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_message_bounce,Bounce,,
crm,model,"ir.ui.view,arch_db",crm.view_sale_config_settings,CRM,,
crm,model,"ir.model,name",crm.model_crm_activity,CRM Activity,,
crm,model,"ir.model,name",crm.model_crm_activity_report,CRM Activity Analysis,,
crm,model,"ir.model,name",crm.model_crm_opportunity_report,CRM Opportunity Analysis,,
crm,model,"crm.activity,name",crm.crm_activity_data_call,Call,,
crm,model,"mail.message.subtype,name",crm.crm_activity_data_call_mail_message_subtype,Call,,
crm,model,"ir.model.fields,field_description",crm.field_crm_opportunity_report_campaign_id,Campaign,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_case_leads_filter,Campaign,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_case_opportunities_filter,Campaign,,
crm,model,"ir.ui.view,arch_db",crm.base_partner_merge_automatic_wizard_form,Cancel,,
crm,model,"ir.ui.view,arch_db",crm.crm_activity_log_view_form,Cancel,,
crm,model,"ir.ui.view,arch_db",crm.crm_lead_lost_view_form,Cancel,,
crm,model,"ir.ui.view,arch_db",crm.merge_opportunity_form,Cancel,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_lead2opportunity_partner,Cancel,,
crm,model,"ir.ui.view,arch_db",crm.view_crm_lead2opportunity_partner_mass,Cancel,,
crm,model,"ir.actions.act_window,name",crm.crm_team_act_tree,Cases by Sales Team,,
crm,model,"ir.model,name",crm.model_crm_lead_tag,Category of lead,,
crm,model,"ir.model.fields,field_description",crm.field_crm_stage_on_change,Change Probability Automatically,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Change the layout of a quotation,,
crm,model,"ir.ui.view,arch_db",crm.crm_lost_reason_view_form,Channel,,
crm,model,"ir.model.fields,help",crm.field_crm_team_use_opportunities,Check this box to manage opportunities in this sales team.,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_oppor,Choose a date...,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_city,City,,
crm,model,"ir.model.fields,field_description",crm.field_crm_opportunity_report_city,City,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_leads,City,,
crm,model,"ir.ui.view,arch_db",crm.crm_case_form_view_oppor,City,,
crm,model,"ir.ui.view,arch_db",crm.crm_opportunity_report_view_search,City,,
crm,model,"ir.model.fields,help",crm.field_crm_lead_tag_ids,"Classify and analyze your lead/opportunity categories like: Training, Service",,
crm,code,addons/crm/static/src/js/tour.js,23,Click here to <b>create your first opportunity</b> and add it to your pipeline.,,openerp-web
crm,code,addons/crm/static/src/js/tour.js,54,Click on an opportunity to zoom to it.,,openerp-web
crm,code,addons/crm/models/crm_lead.py,867,Click to add a new opportunity,,
crm,model,"ir.actions.act_window,help",crm.crm_activity_action,Click to create a new activity.,,
crm,model,"ir.actions.act_window,help",crm.relate_partner_opportunities,Click to create an opportunity related to this customer.,,
crm,model,"ir.actions.act_window,help",crm.crm_lost_reason_action,Click to define a new lost reason.,,
crm,model,"ir.actions.act_window,help",crm.crm_lead_tag_action,Click to define a new sales tag.,,
crm,model,"ir.actions.act_window,help",crm.crm_stage_action,Click to set a new stage in your opportunity pipeline.,,
crm,model,"ir.ui.view,arch_db",crm.base_partner_merge_automatic_wizard_form,Close,,
crm,model,"ir.model.fields,field_description",crm.field_crm_opportunity_report_date_closed,Close Date,,
crm,code,addons/crm/static/src/js/web_planner_crm.js,30,"Close opportunity if: ""pre-sales days * $500"" < ""expected revenue"" * probability",,openerp-web
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_date_closed,Closed Date,,
crm,code,addons/crm/wizard/crm_lead_to_opportunity.py,87,Closed/Dead leads cannot be converted into opportunities.,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_color,Color Index,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_tag_color,Color Index,,
crm,model,"ir.ui.view,arch_db",crm.crm_planner,Community &amp; Enterprise users:,,
crm,model,"ir.model.fields,field_description",crm.field_crm_activity_report_company_id,Company,,
crm,model,"ir.model.fields,field_description",crm.field_crm_lead_company_id,Company,,
crm,model,"ir.model.fields,field_description",crm.field_crm_opportunity_report_company_id,Company,,
